Week,Category,Sub_Category,Metric,Text_Value,Country,Month,Product,Support,Confidence,Lift,Leverage,Conviction,Revenue,Quantity,Num_Transactions,Segment,Num_Customers,Avg_Spend,Priority,Expected_Impact,Recommendation
Week 4 - Insights,Top Products,COSY SLIPPER SHOES SMALL GREEN,679.48,,,,COSY SLIPPER SHOES SMALL GREEN,,,,,,679.48,246,109,,,,,,
Week 4 - Insights,Top Products,CHILDS GARDEN SPADE BLUE,679.25,,,,CHILDS GARDEN SPADE BLUE,,,,,,679.25,290,97,,,,,,
Week 4 - Insights,Top Products,PAPER BUNTING PAISLEY PARK,679.07,,,,PAPER BUNTING PAISLEY PARK,,,,,,679.07,249,31,,,,,,
Week 4 - Insights,Top Products,VINTAGE RED MUG,678.47,,,,VINTAGE RED MUG,,,,,,678.47,690,53,,,,,,
Week 4 - Insights,Top Products,CERAMIC BOWL WITH LOVE HEART DESIGN,677.86,,,,CERAMIC BOWL WITH LOVE HEART DESIGN,,,,,,677.86,583,73,,,,,,
Week 4 - Insights,Top Products,WHITE TRAVEL ALARM CLOCK,676.27,,,,WHITE TRAVEL ALARM CLOCK,,,,,,676.27,280,89,,,,,,
Week 4 - Insights,Top Products,CREAM SLICE FLANNEL CHOCOLATE SPOT,675.96,,,,CREAM SLICE FLANNEL CHOCOLATE SPOT,,,,,,675.96,228,51,,,,,,
Week 4 - Insights,Top Products,DOLLY CABINET 3 DRAWERS,672.75,,,,DOLLY CABINET 3 DRAWERS,,,,,,672.75,45,27,,,,,,
Week 4 - Insights,Top Products,WOVEN BUBBLE GUM CUSHION COVER,672.6,,,,WOVEN BUBBLE GUM CUSHION COVER,,,,,,672.6,160,71,,,,,,
Week 4 - Insights,Top Products,SQUARE FLOOR CUSHION VINTAGE RED,672.05,,,,SQUARE FLOOR CUSHION VINTAGE RED,,,,,,672.05,71,42,,,,,,
Week 4 - Insights,Top Products,PINK BUTTERFLY HANDBAG W BOBBLES,671.62,,,,PINK BUTTERFLY HANDBAG W BOBBLES,,,,,,671.62,162,98,,,,,,
Week 4 - Insights,Top Products,COOKING SET RETROSPOT,671.53,,,,COOKING SET RETROSPOT,,,,,,671.53,69,28,,,,,,
Week 4 - Insights,Top Products,MAGIC DRAWING SLATE BUNNIES,668.07,,,,MAGIC DRAWING SLATE BUNNIES,,,,,,668.07,1759,133,,,,,,
Week 4 - Insights,Top Products,LARGE BONNE JAM JAR  T-LIGHT HOLDER,667.85,,,,LARGE BONNE JAM JAR  T-LIGHT HOLDER,,,,,,667.85,255,11,,,,,,
Week 4 - Insights,Top Products,DO NOT TOUCH MY STUFF DOOR HANGER,665.39,,,,DO NOT TOUCH MY STUFF DOOR HANGER,,,,,,665.39,1168,125,,,,,,
Week 4 - Insights,Top Products,PACK OF 12 BLUE PAISLEY TISSUES,663.91,,,,PACK OF 12 BLUE PAISLEY TISSUES,,,,,,663.91,1917,150,,,,,,
Week 4 - Insights,Top Products,S/12 VANILLA  BOTANICAL T-LIGHTS,661.93,,,,S/12 VANILLA  BOTANICAL T-LIGHTS,,,,,,661.93,227,42,,,,,,
Week 4 - Insights,Top Products,MULTICOLOUR 3D BALLS GARLAND,661.89,,,,MULTICOLOUR 3D BALLS GARLAND,,,,,,661.89,247,67,,,,,,
Week 4 - Insights,Top Products,CERAMIC PLATE STRAWBERRY DESIGN,661.68,,,,CERAMIC PLATE STRAWBERRY DESIGN,,,,,,661.68,568,60,,,,,,
Week 4 - Insights,Top Products,PEARLISED IVORY HEART LARGE,661.02,,,,PEARLISED IVORY HEART LARGE,,,,,,661.02,418,39,,,,,,
Week 4 - Insights,Top Products,ENGLISH ROSE SCENTED HANGING FLOWER,660.95,,,,ENGLISH ROSE SCENTED HANGING FLOWER,,,,,,660.95,547,113,,,,,,
Week 4 - Insights,Top Products,GIFT BAG PSYCHEDELIC APPLES,660.27,,,,GIFT BAG PSYCHEDELIC APPLES,,,,,,660.27,1075,134,,,,,,
Week 4 - Insights,Top Products,IVORY RETRO KITCHEN WALL CLOCK,659.61,,,,IVORY RETRO KITCHEN WALL CLOCK,,,,,,659.61,75,32,,,,,,
Week 4 - Insights,Top Products,LOVE HEART SOCK HANGER,659.48,,,,LOVE HEART SOCK HANGER,,,,,,659.48,366,83,,,,,,
Week 4 - Insights,Top Products,SET OF 6 T-LIGHTS WEDDING CAKE,659.34,,,,SET OF 6 T-LIGHTS WEDDING CAKE,,,,,,659.34,254,37,,,,,,
Week 4 - Insights,Top Products,FRENCH STYLE STORAGE JAR BONBONS,658.52,,,,FRENCH STYLE STORAGE JAR BONBONS,,,,,,658.52,2212,71,,,,,,
Week 4 - Insights,Top Products,TOAST ITS - FAIRY FLOWER,657.05,,,,TOAST ITS - FAIRY FLOWER,,,,,,657.05,605,147,,,,,,
Week 4 - Insights,Top Products,BRIGHT BLUES RIBBONS,654.91,,,,BRIGHT BLUES RIBBONS,,,,,,654.91,513,106,,,,,,
Week 4 - Insights,Top Products,MR ROBOT SOFT TOY,654.3,,,,MR ROBOT SOFT TOY,,,,,,654.3,204,42,,,,,,
Week 4 - Insights,Top Products,TRAVEL CARD WALLET RETRO PETALS,653.95,,,,TRAVEL CARD WALLET RETRO PETALS,,,,,,653.95,1496,103,,,,,,
Week 4 - Insights,Top Products,BLOSSOM  IMAGES NOTEBOOK SET,652.97,,,,BLOSSOM  IMAGES NOTEBOOK SET,,,,,,652.97,488,35,,,,,,
Week 4 - Insights,Top Products,PANTRY APPLE CORER,651.93,,,,PANTRY APPLE CORER,,,,,,651.93,435,102,,,,,,
Week 4 - Insights,Top Products,HAND OPEN SHAPE GOLD,651.84,,,,HAND OPEN SHAPE GOLD,,,,,,651.84,192,29,,,,,,
Week 4 - Insights,Top Products,COFFEE MUG PINK PAISLEY DESIGN,651.48,,,,COFFEE MUG PINK PAISLEY DESIGN,,,,,,651.48,243,47,,,,,,
Week 4 - Insights,Top Products,SILK PURSE BABUSHKA BLUE,651.06,,,,SILK PURSE BABUSHKA BLUE,,,,,,651.06,192,57,,,,,,
Week 4 - Insights,Top Products,WRAP FLOWER SHOP,651,,,,WRAP FLOWER SHOP,,,,,,651,1550,61,,,,,,
Week 4 - Insights,Top Products,WHITE BELL HONEYCOMB PAPER GARLAND,648.45,,,,WHITE BELL HONEYCOMB PAPER GARLAND,,,,,,648.45,369,48,,,,,,
Week 4 - Insights,Top Products,RED CHARLIE+LOLA PERSONAL DOORSIGN,648.14,,,,RED CHARLIE+LOLA PERSONAL DOORSIGN,,,,,,648.14,1194,124,,,,,,
Week 4 - Insights,Top Products,CINAMMON & ORANGE WREATH,645.88,,,,CINAMMON & ORANGE WREATH,,,,,,645.88,100,33,,,,,,
Week 4 - Insights,Top Products,SMALL SKULL WINDMILL,645.61,,,,SMALL SKULL WINDMILL,,,,,,645.61,485,54,,,,,,
Week 4 - Insights,Top Products,BIRDCAGE DECORATION TEALIGHT HOLDER,644.81,,,,BIRDCAGE DECORATION TEALIGHT HOLDER,,,,,,644.81,535,65,,,,,,
Week 4 - Insights,Top Products,DANISH ROSE DECORATIVE PLATE,644.76,,,,DANISH ROSE DECORATIVE PLATE,,,,,,644.76,861,50,,,,,,
Week 4 - Insights,Top Products,PASTEL COLOUR HONEYCOMB FAN,644.13,,,,PASTEL COLOUR HONEYCOMB FAN,,,,,,644.13,880,81,,,,,,
Week 4 - Insights,Top Products,MAGIC DRAWING SLATE BAKE A CAKE,642.71,,,,MAGIC DRAWING SLATE BAKE A CAKE,,,,,,642.71,1778,87,,,,,,
Week 4 - Insights,Top Products,DOG TOY WITH PINK CROCHET SKIRT,642.21,,,,DOG TOY WITH PINK CROCHET SKIRT,,,,,,642.21,169,85,,,,,,
Week 4 - Insights,Top Products,RUSTIC STRAWBERRY JAM POT SMALL,641.94,,,,RUSTIC STRAWBERRY JAM POT SMALL,,,,,,641.94,402,30,,,,,,
Week 4 - Insights,Top Products,PAPERWEIGHT SAVE THE PLANET,641.55,,,,PAPERWEIGHT SAVE THE PLANET,,,,,,641.55,338,45,,,,,,
Week 4 - Insights,Top Products,LARGE YELLOW BABUSHKA NOTEBOOK,641.52,,,,LARGE YELLOW BABUSHKA NOTEBOOK,,,,,,641.52,587,122,,,,,,
Week 4 - Insights,Top Products,CHOC TRUFFLE GOLD TRINKET POT,638.62,,,,CHOC TRUFFLE GOLD TRINKET POT,,,,,,638.62,408,70,,,,,,
Week 4 - Insights,Top Products,SMALL SILVER TRELLIS CANDLEPOT,637,,,,SMALL SILVER TRELLIS CANDLEPOT,,,,,,637,212,32,,,,,,
Week 4 - Insights,Top Products,CHILDRENS GARDEN GLOVES PINK,636.47,,,,CHILDRENS GARDEN GLOVES PINK,,,,,,636.47,479,73,,,,,,
Week 4 - Insights,Top Products,"BUNTING , SPOTTY",634.7,,,,"BUNTING , SPOTTY",,,,,,634.7,146,7,,,,,,
Week 4 - Insights,Top Products,VINTAGE LEAF CHOPPING BOARD,634,,,,VINTAGE LEAF CHOPPING BOARD,,,,,,634,128,42,,,,,,
Week 4 - Insights,Top Products,ASSORTED TUTTI FRUTTI  FOB NOTEBOOK,633.83,,,,ASSORTED TUTTI FRUTTI  FOB NOTEBOOK,,,,,,633.83,650,78,,,,,,
Week 4 - Insights,Top Products,SHOE SHINE BOX,633.07,,,,SHOE SHINE BOX,,,,,,633.07,57,44,,,,,,
Week 4 - Insights,Top Products,NAMASTE SWAGAT INCENSE,632.34,,,,NAMASTE SWAGAT INCENSE,,,,,,632.34,2391,47,,,,,,
Week 4 - Insights,Top Products,LAUREL HEART ANTIQUE GOLD,630.73,,,,LAUREL HEART ANTIQUE GOLD,,,,,,630.73,525,44,,,,,,
Week 4 - Insights,Top Products,FENG SHUI PILLAR CANDLE,630.23,,,,FENG SHUI PILLAR CANDLE,,,,,,630.23,3317,65,,,,,,
Week 4 - Insights,Top Products,COCKLE SHELL DISH,629.8,,,,COCKLE SHELL DISH,,,,,,629.8,340,68,,,,,,
Week 4 - Insights,Top Products,CHERUB HEART DECORATION GOLD,629.1,,,,CHERUB HEART DECORATION GOLD,,,,,,629.1,714,69,,,,,,
Week 4 - Insights,Top Products,SMALL APOTHECARY MEASURING JAR,629.05,,,,SMALL APOTHECARY MEASURING JAR,,,,,,629.05,81,28,,,,,,
Week 4 - Insights,Top Products,PINK POT PLANT CANDLE,628.79,,,,PINK POT PLANT CANDLE,,,,,,628.79,204,35,,,,,,
Week 4 - Insights,Top Products,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,628.44,,,,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,,,,,,628.44,2364,63,,,,,,
Week 4 - Insights,Top Products,SCANDINAVIAN 3 HEARTS NAPKIN RING,628.4,,,,SCANDINAVIAN 3 HEARTS NAPKIN RING,,,,,,628.4,1572,118,,,,,,
Week 4 - Insights,Top Products,DRAWER KNOB VINTAGE GLASS HEXAGON,627.95,,,,DRAWER KNOB VINTAGE GLASS HEXAGON,,,,,,627.95,295,30,,,,,,
Week 4 - Insights,Top Products,BLACK CHAMPAGNE GLASS,626.55,,,,BLACK CHAMPAGNE GLASS,,,,,,626.55,1529,35,,,,,,
Week 4 - Insights,Top Products,BLACK MINI TAPE MEASURE,625.8,,,,BLACK MINI TAPE MEASURE,,,,,,625.8,623,112,,,,,,
Week 4 - Insights,Top Products,NURSE'S BAG SOFT TOY,625.58,,,,NURSE'S BAG SOFT TOY,,,,,,625.58,69,28,,,,,,
Week 4 - Insights,Top Products,CARD WEDDING DAY,625.48,,,,CARD WEDDING DAY,,,,,,625.48,1495,126,,,,,,
Week 4 - Insights,Top Products,BLUE PAISLEY JOURNAL,625.46,,,,BLUE PAISLEY JOURNAL,,,,,,625.46,238,77,,,,,,
Week 4 - Insights,Top Products,MILK PAN BLUE POLKADOT,624.54,,,,MILK PAN BLUE POLKADOT,,,,,,624.54,185,77,,,,,,
Week 4 - Insights,Top Products,BASKET OF FLOWERS SEWING KIT,623.81,,,,BASKET OF FLOWERS SEWING KIT,,,,,,623.81,788,62,,,,,,
Week 4 - Insights,Top Products,PINK/PURPLE RETRO RADIO,622.27,,,,PINK/PURPLE RETRO RADIO,,,,,,622.27,218,53,,,,,,
Week 4 - Insights,Top Products,BISCUITS SMALL BOWL LIGHT BLUE,621.76,,,,BISCUITS SMALL BOWL LIGHT BLUE,,,,,,621.76,1231,172,,,,,,
Week 4 - Insights,Top Products,METAL SIGN HIS DINNER IS SERVED,620.42,,,,METAL SIGN HIS DINNER IS SERVED,,,,,,620.42,575,148,,,,,,
Week 4 - Insights,Top Products,JARDIN ETCHED GLASS FRUITBOWL,619.94,,,,JARDIN ETCHED GLASS FRUITBOWL,,,,,,619.94,120,39,,,,,,
Week 4 - Insights,Top Products,GREEN GOOSE FEATHER CHRISTMAS TREE,618.99,,,,GREEN GOOSE FEATHER CHRISTMAS TREE,,,,,,618.99,169,42,,,,,,
Week 4 - Insights,Top Products,PINK UNION JACK  PASSPORT COVER,618.93,,,,PINK UNION JACK  PASSPORT COVER,,,,,,618.93,271,106,,,,,,
Week 4 - Insights,Top Products,SWEETHEART CREAM STEEL TABLE RECT,618.66,,,,SWEETHEART CREAM STEEL TABLE RECT,,,,,,618.66,27,21,,,,,,
Week 4 - Insights,Top Products,BIRTHDAY PARTY CORDON BARRIER TAPE,617.11,,,,BIRTHDAY PARTY CORDON BARRIER TAPE,,,,,,617.11,478,97,,,,,,
Week 4 - Insights,Top Products,HOT BATHS SOAP HOLDER,615.64,,,,HOT BATHS SOAP HOLDER,,,,,,615.64,350,112,,,,,,
Week 4 - Insights,Top Products,CHRISTMAS TREE PAINTED ZINC,612.99,,,,CHRISTMAS TREE PAINTED ZINC,,,,,,612.99,2156,79,,,,,,
Week 4 - Insights,Top Products,VINTAGE CARAVAN GREETING CARD,612.28,,,,VINTAGE CARAVAN GREETING CARD,,,,,,612.28,1440,136,,,,,,
Week 4 - Insights,Top Products,LARGE APOTHECARY MEASURING JAR,612.16,,,,LARGE APOTHECARY MEASURING JAR,,,,,,612.16,51,21,,,,,,
Week 4 - Insights,Top Products,PARTY CONES CANDY DECORATION,611.76,,,,PARTY CONES CANDY DECORATION,,,,,,611.76,442,66,,,,,,
Week 4 - Insights,Top Products,MAGNETS PACK OF 4 RETRO PHOTO,611.33,,,,MAGNETS PACK OF 4 RETRO PHOTO,,,,,,611.33,1186,124,,,,,,
Week 4 - Insights,Top Products,LIPSTICK PEN BABY PINK,611.3,,,,LIPSTICK PEN BABY PINK,,,,,,611.3,1333,126,,,,,,
Week 4 - Insights,Top Products,ENCHANTED BIRD PLANT CAGE,610.72,,,,ENCHANTED BIRD PLANT CAGE,,,,,,610.72,178,47,,,,,,
Week 4 - Insights,Top Products,BLUE FELT EASTER EGG BASKET,610.45,,,,BLUE FELT EASTER EGG BASKET,,,,,,610.45,365,71,,,,,,
Week 4 - Insights,Top Products,BLACK DINER WALL CLOCK,608.69,,,,BLACK DINER WALL CLOCK,,,,,,608.69,64,43,,,,,,
Week 4 - Insights,Top Products,SET/6 EAU DE NIL BIRD T-LIGHTS,608.53,,,,SET/6 EAU DE NIL BIRD T-LIGHTS,,,,,,608.53,335,72,,,,,,
Week 4 - Insights,Top Products,VINTAGE POST OFFICE CABINET,607.65,,,,VINTAGE POST OFFICE CABINET,,,,,,607.65,11,2,,,,,,
Week 4 - Insights,Top Products,PHOTO FRAME LINEN AND LACE SMALL,607.36,,,,PHOTO FRAME LINEN AND LACE SMALL,,,,,,607.36,292,56,,,,,,
Week 4 - Insights,Top Products,FOLDING UMBRELLA CHOCOLATE POLKADOT,607.23,,,,FOLDING UMBRELLA CHOCOLATE POLKADOT,,,,,,607.23,133,59,,,,,,
Week 4 - Insights,Top Products,RED RETROSPOT LUGGAGE TAG,607.11,,,,RED RETROSPOT LUGGAGE TAG,,,,,,607.11,397,102,,,,,,
Week 4 - Insights,Top Products,STORAGE TIN HOME SWEET HOME,606.5,,,,STORAGE TIN HOME SWEET HOME,,,,,,606.5,269,55,,,,,,
Week 4 - Insights,Top Products,GARDEN PATH JOURNAL,605.89,,,,GARDEN PATH JOURNAL,,,,,,605.89,241,64,,,,,,
Week 4 - Insights,Top Products,GLASS JAR KINGS CHOICE,605.77,,,,GLASS JAR KINGS CHOICE,,,,,,605.77,183,81,,,,,,
Week 4 - Insights,Top Products,12 RED ROSE PEG PLACE SETTINGS,604.67,,,,12 RED ROSE PEG PLACE SETTINGS,,,,,,604.67,428,102,,,,,,
Week 4 - Insights,Top Products,FELT TOADSTOOL  SMALL,602.63,,,,FELT TOADSTOOL  SMALL,,,,,,602.63,629,77,,,,,,
Week 4 - Insights,Top Products,VINTAGE JINGLE BELLS WREATH,602.38,,,,VINTAGE JINGLE BELLS WREATH,,,,,,602.38,72,26,,,,,,
Week 4 - Insights,Top Products,PIN CUSHION BABUSHKA RED,601.23,,,,PIN CUSHION BABUSHKA RED,,,,,,601.23,177,42,,,,,,
Week 4 - Insights,Top Products,ROSE FOLKART HEART DECORATIONS,600.93,,,,ROSE FOLKART HEART DECORATIONS,,,,,,600.93,462,88,,,,,,
Week 4 - Insights,Top Products,OVAL  MINI PORTRAIT FRAME,600.38,,,,OVAL  MINI PORTRAIT FRAME,,,,,,600.38,308,46,,,,,,
Week 4 - Insights,Top Products,WOODLAND STORAGE BOX SMALL,599.38,,,,WOODLAND STORAGE BOX SMALL,,,,,,599.38,244,45,,,,,,
Week 4 - Insights,Top Products,MOODY BOY  DOOR HANGER,598.89,,,,MOODY BOY  DOOR HANGER,,,,,,598.89,1124,123,,,,,,
Week 4 - Insights,Top Products,"WRAP, BILLBOARD FONTS DESIGN",597.92,,,,"WRAP, BILLBOARD FONTS DESIGN",,,,,,597.92,1576,31,,,,,,
Week 4 - Insights,Top Products,EMBROIDERED RIBBON REEL RUBY,596.8,,,,EMBROIDERED RIBBON REEL RUBY,,,,,,596.8,166,31,,,,,,
Week 4 - Insights,Top Products,SEASIDE FLYING DISC,596.53,,,,SEASIDE FLYING DISC,,,,,,596.53,481,79,,,,,,
Week 4 - Insights,Top Products,CHILDS GARDEN SPADE PINK,596.35,,,,CHILDS GARDEN SPADE PINK,,,,,,596.35,260,83,,,,,,
Week 4 - Insights,Top Products,WALL ART SPACEBOY,596.09,,,,WALL ART SPACEBOY,,,,,,596.09,167,36,,,,,,
Week 4 - Insights,Top Products,PARTY CONES CANDY TREE DECORATION,594.26,,,,PARTY CONES CANDY TREE DECORATION,,,,,,594.26,722,32,,,,,,
Week 4 - Insights,Top Products,HANGING BAUBLE T-LIGHT HOLDER SMALL,593.72,,,,HANGING BAUBLE T-LIGHT HOLDER SMALL,,,,,,593.72,262,25,,,,,,
Week 4 - Insights,Top Products,LARGE HANGING IVORY & RED WOOD BIRD,593.23,,,,LARGE HANGING IVORY & RED WOOD BIRD,,,,,,593.23,869,90,,,,,,
Week 4 - Insights,Top Products,"CHRISTMAS GARLAND STARS,TREES",592.83,,,,"CHRISTMAS GARLAND STARS,TREES",,,,,,592.83,168,47,,,,,,
Week 4 - Insights,Top Products,EASTER DECORATION EGG BUNNY,592.65,,,,EASTER DECORATION EGG BUNNY,,,,,,592.65,656,79,,,,,,
Week 4 - Insights,Top Products,SMALL MEDINA STAMPED METAL BOWL,591.7,,,,SMALL MEDINA STAMPED METAL BOWL,,,,,,591.7,747,46,,,,,,
Week 4 - Insights,Top Products,BUNNY DECORATION MAGIC GARDEN,591.44,,,,BUNNY DECORATION MAGIC GARDEN,,,,,,591.44,668,113,,,,,,
Week 4 - Insights,Top Products,18PC WOODEN CUTLERY SET DISPOSABLE,591.38,,,,18PC WOODEN CUTLERY SET DISPOSABLE,,,,,,591.38,439,40,,,,,,
Week 4 - Insights,Top Products,SKULLS  DESIGN  COTTON TOTE BAG,590.67,,,,SKULLS  DESIGN  COTTON TOTE BAG,,,,,,590.67,252,79,,,,,,
Week 4 - Insights,Top Products,HANGING METAL RABBIT DECORATION,586.95,,,,HANGING METAL RABBIT DECORATION,,,,,,586.95,450,57,,,,,,
Week 4 - Insights,Top Products,PACK OF 12 CIRCUS PARADE TISSUES,585.51,,,,PACK OF 12 CIRCUS PARADE TISSUES,,,,,,585.51,1857,99,,,,,,
Week 4 - Insights,Top Products,DECORATIVE PLANT POT WITH FRIEZE,584.37,,,,DECORATIVE PLANT POT WITH FRIEZE,,,,,,584.37,73,28,,,,,,
Week 4 - Insights,Top Products,PINK PAISLEY SQUARE TISSUE BOX,584.09,,,,PINK PAISLEY SQUARE TISSUE BOX,,,,,,584.09,1366,117,,,,,,
Week 4 - Insights,Top Products,PINK CAT BOWL,583.33,,,,PINK CAT BOWL,,,,,,583.33,360,123,,,,,,
Week 4 - Insights,Top Products,PACK OF 12 DOLLY GIRL TISSUES,583.09,,,,PACK OF 12 DOLLY GIRL TISSUES,,,,,,583.09,1327,132,,,,,,
Week 4 - Insights,Top Products,SWISS CHALET TREE DECORATION,581.66,,,,SWISS CHALET TREE DECORATION,,,,,,581.66,1349,117,,,,,,
Week 4 - Insights,Top Products,CHILDS GARDEN TROWEL BLUE,581.3,,,,CHILDS GARDEN TROWEL BLUE,,,,,,581.3,671,109,,,,,,
Week 4 - Insights,Top Products,SQUARECUSHION COVER PINK UNION JACK,581.23,,,,SQUARECUSHION COVER PINK UNION JACK,,,,,,581.23,173,42,,,,,,
Week 4 - Insights,Top Products,SET OF 4 NAPKIN CHARMS STARS,581.06,,,,SET OF 4 NAPKIN CHARMS STARS,,,,,,581.06,263,50,,,,,,
Week 4 - Insights,Top Products,TRAVEL CARD WALLET VINTAGE LEAF,578.48,,,,TRAVEL CARD WALLET VINTAGE LEAF,,,,,,578.48,1350,117,,,,,,
Week 4 - Insights,Top Products,ENAMEL PINK COFFEE CONTAINER,577.69,,,,ENAMEL PINK COFFEE CONTAINER,,,,,,577.69,567,71,,,,,,
Week 4 - Insights,Top Products,SIX DRAWER OFFICE TIDY,576.99,,,,SIX DRAWER OFFICE TIDY,,,,,,576.99,61,26,,,,,,
Week 4 - Insights,Top Products,SET 12 VINTAGE DOILY CHALK,576.15,,,,SET 12 VINTAGE DOILY CHALK,,,,,,576.15,1288,109,,,,,,
Week 4 - Insights,Top Products,GLASS TWIST BON BON JAR,575.25,,,,GLASS TWIST BON BON JAR,,,,,,575.25,74,24,,,,,,
Week 4 - Insights,Top Products,CHRISTMAS GINGHAM HEART,575.2,,,,CHRISTMAS GINGHAM HEART,,,,,,575.2,613,53,,,,,,
Week 4 - Insights,Top Products,ENVELOPE 50 BLOSSOM IMAGES,574.97,,,,ENVELOPE 50 BLOSSOM IMAGES,,,,,,574.97,1029,154,,,,,,
Week 4 - Insights,Top Products,ANGEL DECORATION PAINTED ZINC,574.54,,,,ANGEL DECORATION PAINTED ZINC,,,,,,574.54,912,77,,,,,,
Week 4 - Insights,Top Products,RED FLOCK LOVE HEART PHOTO FRAME,572.67,,,,RED FLOCK LOVE HEART PHOTO FRAME,,,,,,572.67,1067,82,,,,,,
Week 4 - Insights,Top Products,SET/6 FRUIT SALAD  PAPER PLATES,571.73,,,,SET/6 FRUIT SALAD  PAPER PLATES,,,,,,571.73,1235,104,,,,,,
Week 4 - Insights,Top Products,FOLK FELT HANGING MULTICOL GARLAND,570.86,,,,FOLK FELT HANGING MULTICOL GARLAND,,,,,,570.86,204,61,,,,,,
Week 4 - Insights,Top Products,BEADED CRYSTAL HEART PINK LARGE,569.29,,,,BEADED CRYSTAL HEART PINK LARGE,,,,,,569.29,565,62,,,,,,
Week 4 - Insights,Top Products,DARK BIRD HOUSE TREE DECORATION,568.67,,,,DARK BIRD HOUSE TREE DECORATION,,,,,,568.67,1411,139,,,,,,
Week 4 - Insights,Top Products,ACRYLIC GEOMETRIC LAMP,568.65,,,,ACRYLIC GEOMETRIC LAMP,,,,,,568.65,35,20,,,,,,
Week 4 - Insights,Top Products,LAUREL STAR ANTIQUE SILVER,568.6,,,,LAUREL STAR ANTIQUE SILVER,,,,,,568.6,430,61,,,,,,
Week 4 - Insights,Top Products,PINK NEW BAROQUECANDLESTICK CANDLE,567.38,,,,PINK NEW BAROQUECANDLESTICK CANDLE,,,,,,567.38,448,40,,,,,,
Week 4 - Insights,Top Products,JIGSAW TOADSTOOLS 3 PIECE,566.7,,,,JIGSAW TOADSTOOLS 3 PIECE,,,,,,566.7,626,80,,,,,,
Week 4 - Insights,Top Products,RED WHITE SCARF  HOT WATER BOTTLE,566.17,,,,RED WHITE SCARF  HOT WATER BOTTLE,,,,,,566.17,69,16,,,,,,
Week 4 - Insights,Top Products,KITCHEN FLOWER POTS WALL PLAQUE,566.04,,,,KITCHEN FLOWER POTS WALL PLAQUE,,,,,,566.04,107,80,,,,,,
Week 4 - Insights,Top Products,ABSTRACT CIRCLES SKETCHBOOK,565.81,,,,ABSTRACT CIRCLES SKETCHBOOK,,,,,,565.81,132,73,,,,,,
Week 4 - Insights,Top Products,GARAGE KEY FOB,565.81,,,,GARAGE KEY FOB,,,,,,565.81,777,147,,,,,,
Week 4 - Insights,Top Products,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,565.53,,,,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,,,,,,565.53,1035,110,,,,,,
Week 4 - Insights,Top Products,HAIRCLIPS FORTIES FABRIC ASSORTED,564.46,,,,HAIRCLIPS FORTIES FABRIC ASSORTED,,,,,,564.46,1310,60,,,,,,
Week 4 - Insights,Top Products,ROMANTIC IMAGES NOTEBOOK SET,564.35,,,,ROMANTIC IMAGES NOTEBOOK SET,,,,,,564.35,414,33,,,,,,
Week 4 - Insights,Top Products,PACK OF 12 VINTAGE LEAF TISSUES,562.88,,,,PACK OF 12 VINTAGE LEAF TISSUES,,,,,,562.88,1496,80,,,,,,
Week 4 - Insights,Top Products,HYACINTH BULB T-LIGHT CANDLES,562.54,,,,HYACINTH BULB T-LIGHT CANDLES,,,,,,562.54,1297,41,,,,,,
Week 4 - Insights,Top Products,SILVER CHRISTMAS TREE BAUBLE STAND,560.4,,,,SILVER CHRISTMAS TREE BAUBLE STAND,,,,,,560.4,33,22,,,,,,
Week 4 - Insights,Top Products,THREE MINI HANGING FRAMES,560.2,,,,THREE MINI HANGING FRAMES,,,,,,560.2,130,48,,,,,,
Week 4 - Insights,Top Products,ORIGAMI JASMINE INCENSE/CANDLE SET,560.15,,,,ORIGAMI JASMINE INCENSE/CANDLE SET,,,,,,560.15,495,83,,,,,,
Week 4 - Insights,Top Products,SET OF 6 VINTAGE NOTELETS KIT,560.11,,,,SET OF 6 VINTAGE NOTELETS KIT,,,,,,560.11,563,42,,,,,,
Week 4 - Insights,Top Products,6PC WOOD PLATE SET DISPOSABLE,559.88,,,,6PC WOOD PLATE SET DISPOSABLE,,,,,,559.88,447,37,,,,,,
Week 4 - Insights,Top Products,PINK HEARTS LIGHT CHAIN,559.3,,,,PINK HEARTS LIGHT CHAIN,,,,,,559.3,265,47,,,,,,
Week 4 - Insights,Top Products,LARGE WHITE/PINK ROSE ART FLOWER,558.24,,,,LARGE WHITE/PINK ROSE ART FLOWER,,,,,,558.24,312,21,,,,,,
Week 4 - Insights,Top Products,CARNIVAL BRACELET,558.03,,,,CARNIVAL BRACELET,,,,,,558.03,44,26,,,,,,
Week 4 - Insights,Top Products,SET 4 VALENTINE DECOUPAGE HEART BOX,557.33,,,,SET 4 VALENTINE DECOUPAGE HEART BOX,,,,,,557.33,171,64,,,,,,
Week 4 - Insights,Top Products,VINTAGE GLASS COFFEE CADDY,557.3,,,,VINTAGE GLASS COFFEE CADDY,,,,,,557.3,86,26,,,,,,
Week 4 - Insights,Top Products,YELLOW SHARK HELICOPTER,556.51,,,,YELLOW SHARK HELICOPTER,,,,,,556.51,69,52,,,,,,
